id,value,team
4148,Khaman Maluach,PHO
4149,Thomas Sorber,OKC
4150,Yang Hansen,POR
4151,Nique Clifford,SAC
4152,Jase Richardson,ORL
4153,Lachlan Olbrich,CHI
4154,Mohamed Diawara,NY
4155,Tyrese Proctor,CLE
4156,Saliou Niang,CLE
4157,Kam Jones,MIL
4158,Taelon Peter,SA
4159,Alex Toohey,GS
4160,Will Richard,GS
4161,Hunter Sallis,PHI
4162,Johni Broome,LAC
4163,Jamir Watkins,WAS
4164,Chaz Lanier,DET
4165,Ryan Kalkbrenner,CHA
4166,Sion James,CHA
4167,Rocco Zikarsky,MIN
4168,Javon Small,MEM
4169,Adou Thiero,LAL
4170,Jahmai Mashack,MEM
4171,Micah Peavy,NO
4172,Hunter Dickinson,NO
4173,Amari Williams,BOS
4174,Max Shulga,BOS
4175,Alijah Martin,TOR
4176,Kobe Sanders,LAC
4177,John Tonje,POR
4178,Bogoljub Markovic,MIL
4179,Mark Sears,MIL
4180,Miles Kelly,DAL
4181,Koby Brea,PHO
4182,Rasheer Fleming,PHO
4183,Brooks Barnhizer,OKC
4184,Maxime Raynaud,SAC
4185,Noah Penda,ORL
4186,Eric Dixon,CHA
4187,Eli John Ndiaye,ATL
4188,Chucky Hepburn,TOR
4189,RJ Luis,BOS
4190,Vladislav Goldin,MIA
4191,Caleb Love,PHI
4192,Tamar Bates,UTH
4193,Dylan Cardwell,SAC
4194,Ryan Nembhard,ATL
4195,CJ Huntley,PHO
4196,Cameron Matthews,HOU
4197,Curtis Jones,DEN
4198,Chris Manon,LAL
4199,Myron Gardner,MIA
4200,Augustas Marciulionis,LAL
4201,Arthur Kaluma,LAL
4202,R.J. Davis,LAL
4203,Tyrese Samuel,PHO
4204,Moussa Cisse,DAL
4205,Matthew Cleveland,DAL
4206,Norchad Omier,LAC
4207,Chaney Johnson,BKN
4208,Tyler Burton,MEM
4209,Lawson Lovering,MEM
4210,Keshon Gilbert,ATL
4211,Jonathan Pierre,WAS
4212,John Poulakidas,DAL
4213,Igor Milicic,PHI
4214,DJ Rodman,CHA
4215,Fanbo Zeng,BKN
4216,Christian Shumate,NO
4217,Matthew Murrell,UTH
4218,Steven Crowl,UTH
4219,Chris Youngblood,POR
4220,Zack Austin,OKC
4221,LJ Cryer,GS
4222,Dawson Garcia,DET
4223,Brice Williams,DET
4224,Jahmyl Telfort,LAC
4225,Dain Dainja,MIA
4226,Saint Thomas,PHI
4227,Johnell Davis,ORL
4228,Mitch Mascari,SAC
4229,Daniel Batcho,SAC
4230,Gabe Madsen,MIA
4231,Alex Antetokounmpo,MIL
4232,Kadary Richmond,WAS
4233,Lamont Butler,ATL
4234,Steve Settle,MIA
4235,Isaih Moore,CHA
4236,Julian Reese,DEN
4237,Sean Pedulla,HOU
4238,Grant Nelson,BKN
4239,Payton Sandfort,OKC
4240,Jayson Kent,POR
4241,Andersson Garcia,UTH
4242,Bez Mbeng,UTH
4243,Adama Bal,MEM
4244,Toby Okani,MEM
4245,Tyreke Key,TOR
4246,Hayden Gray,UTH
4247,Caleb Wilson,CHI
4248,Dailyn Swain,CHI
4249,Yaxel Lendeborg,GS
4250,Labaron Philon Jr.,PHI
4251,AJ Dybantsa,WAS
4252,Ebuka Okorie,DET
4253,Hannes Steinbach,CHA
4254,Joshua Jefferson,BKN
4255,Mikel Brown Jr.,BKN
4256,Karim Lopez,MEM
4257,Cameron Boozer,MEM
4258,Cameron Carr,LAL
4259,Zuby Ejiofor,ATL
4260,Kingston Flemings,ATL
4261,Chris Cenac Jr.,BOS
4262,Tarris Reed Jr.,SA
4263,Jayden Quaintance,SA
4264,Allen Graves,TOR
4265,Keaton Wagler,LAC
4266,Darryn Peterson,UTH
4267,Brayden Burries,MIL
4268,Nate Ament,MIL
4269,Morez Johnson Jr.,DAL
4270,Sergio De Larrea,DAL
4271,Koa Peat,PHO
4272,Aday Mara,OKC
4273,Bennett Stirtz,OKC
4274,Alex Karaban,SAC
4275,Darius Acuff Jr.,SAC
4276,Jack Kayil,NY
4277,Tyler Nickel,NY
4278,Ugonna Onyenso,DET
4279,Meleek Thomas,CLE
4280,Braden Smith,IND
4281,Lajae Jones,GS
4282,Tyler Bilodeau,BKN
4283,Isaiah Evans,MIN
4284,Trey Kaufman-Renn,MIN
4285,Richie Saunders,MEM
4286,Peter Suder,LAL
4287,AK Okereke,LAL
4288,Bruce Thornton,HOU
4289,Quadir Copeland,HOU
4290,Henri Veesaar,ATL
4291,Jaron Pierre Jr.,NO
4293,Ja'Kobi Gillespie,SA
4294,Maliq Brown,SA
4295,Jaden Bradley,TOR
4296,Nick Martinelli,LAC
4297,Narcisse Ngoy,LAC
4298,Baba Miller,LAC
4299,Tre Donaldson,MIA
4300,Ryan Conwell,MIA
4301,Malique Lewis,MIL
4302,Tobi Lawal,DAL
4303,Vsevolod Ishchenko,DAL
4304,Otega Oweh,OKC
4305,Josh Dix,OKC
4306,Emanuel Sharp,SAC
4307,Trevon Brazile,DEN
4308,Bryce Hopkins,DEN
4309,Izaiyah Nelson,ORL
4310,Felix Okpara,WAS
4311,Tobe Awaka,CHI
4312,Jaylin Sellers,CHI
4313,Carson Cooper,MEM
4314,Rafael Castro,HOU
4315,Ernest Udeh Jr.,CLE
4316,Michael Ajayi,CHA
4317,Kylan Boswell,CHA
4318,Alpha Diallo,DEN
4319,Christian Anderson Jr.,CHA
4320,Terrell Brown Jr.,UTH
4321,Kobe Stewart,CHA
4322,Malik Dia,NO
